player,team,format,total_runs,balls_faced,matches,strike_rate
NG Jones,Ireland,ODI,7,10,2,70.0
Hasibul Hossain,Bangladesh,ODI,7,23,3,30.43
Naved Latif,Pakistan,ODI,7,17,2,41.18
NA Statham,Netherlands,ODI,7,45,2,15.56
ADR Campbell,Zimbabwe,ODI,7,25,1,28.0
Zeeshan Siddiqi,Canada,ODI,7,21,1,33.33
MS Crane,England,Test,6,11,1,54.55
PLS Gamage,Sri Lanka,Test,6,99,5,6.06
JM Holland,Australia,Test,6,46,4,13.04
M Bhanuka,Sri Lanka,Test,6,17,1,35.29
M Commins,Ireland,Test,6,26,2,23.08
CK Langeveldt,South Africa,Test,6,14,2,42.86
PP Chawla,India,Test,6,23,3,26.09
MA Beer,Australia,Test,6,29,2,20.69
Manjural Islam,Bangladesh,Test,6,20,2,30.0
RL Johnson,England,Test,6,23,1,26.09
HDPK Dharmasena,Sri Lanka,Test,6,19,1,31.58
Usman Shinwari,Pakistan,ODI,6,7,4,85.71
SO Dowrich,West Indies,ODI,6,8,1,75.0
TJG Pringle,Netherlands,ODI,6,14,4,42.86
M Commins,Ireland,ODI,6,13,1,46.15
MJ Humphreys,Ireland,ODI,6,10,3,60.0
JE Dunford,Jersey,ODI,6,17,3,35.29
T Sangha,Australia,ODI,6,20,3,30.0
M Faraz Akram,Zimbabwe,ODI,6,12,2,50.0
T Gwandu,Zimbabwe,ODI,6,15,3,40.0
Shabbir Ahmed,Pakistan,ODI,6,15,6,40.0
Inzamam-ul-Haq,Asia XI,ODI,6,12,1,50.0
CR Foggo,Bermuda,ODI,6,5,1,120.0
MQ Sheikh,Scotland,ODI,6,21,2,28.57
JD Nel,Scotland,ODI,6,12,2,50.0
PC Connell,Ireland,ODI,6,24,2,25.0
MJ North,Australia,ODI,6,19,2,31.58
MT Chinouya,Zimbabwe,ODI,6,9,2,66.67
DJ Worrall,Australia,ODI,6,4,1,150.0
JN Hamilton,West Indies,Test,5,61,1,8.2
NO Miller,West Indies,Test,5,57,1,8.77
A Shahzad,England,Test,5,12,1,41.67
S Prasanna,Sri Lanka,Test,5,12,1,41.67
SG Borthwick,England,Test,5,19,1,26.32
Mohammad Khalil,Pakistan,Test,5,23,1,21.74
SMSM Senanayake,Sri Lanka,Test,5,15,1,33.33
T Kamungozi,Zimbabwe,Test,5,10,1,50.0
Tanbir Hayder,Bangladesh,ODI,5,17,2,29.41
ML Cummins,West Indies,ODI,5,9,2,55.56
SG Whittingham,Scotland,ODI,5,15,3,33.33
Junaid Siddique (2),United Arab Emirates,ODI,5,17,4,29.41
Badal Singh,Oman,ODI,5,12,1,41.67
JN Hamilton,West Indies,ODI,5,16,1,31.25
Yasir Mohammad,United States of America,ODI,5,20,2,25.0
R Dhakal,Nepal,ODI,5,7,2,71.43
K Sonavale,Oman,ODI,5,29,3,17.24
Aamer Jamal,Pakistan,ODI,5,9,2,55.56
Codi Yusuf,South Africa,ODI,5,11,1,45.45
BC Lara,ICC World XI,ODI,5,11,2,45.45
PDRL Perera,Sri Lanka,ODI,5,9,4,55.56
RT Lyons,Scotland,ODI,5,3,1,166.67
MKDI Amerasinghe,Sri Lanka,ODI,5,7,3,71.43
MJ Fourie,Ireland,ODI,5,13,2,38.46
RK Whelan,Ireland,ODI,5,12,2,41.67
N Fernandes,United Arab Emirates,ODI,5,13,1,38.46
Mansoor Amjad,Pakistan,ODI,5,10,1,50.0
Naumanullah,Pakistan,ODI,5,4,1,125.0
RT Crandon,West Indies,ODI,5,9,1,55.56
J Theron,South Africa,ODI,5,5,1,100.0
N Kruger,Netherlands,ODI,5,20,1,25.0
WB Rankin,England,ODI,5,5,2,100.0
Joginder Sharma,India,ODI,5,2,1,250.0
NAM McLean,West Indies,ODI,5,7,1,71.43
G Snyman,Namibia,ODI,5,9,4,55.56
MJ Hoggard,England,ODI,5,11,2,45.45
Aijaz Ali,United States of America,ODI,5,11,2,45.45
Jubair Hossain,Bangladesh,ODI,5,10,1,50.0
Zaheer Maqsood,United Arab Emirates,ODI,5,10,1,50.0
CJ Ferguson,Australia,Test,4,23,1,17.39
Nazmul Islam,Bangladesh,Test,4,16,1,25.0
C Connolly,Australia,Test,4,6,1,66.67
Asif Afridi,Pakistan,Test,4,5,1,80.0
ID Blackwell,England,Test,4,16,1,25.0
HK Bennett,New Zealand,Test,4,30,1,13.33
Sarandeep Singh,India,Test,4,16,1,25.0
B Stanlake,Australia,ODI,4,28,5,14.29
Tanveer Ahmed,Hong Kong,ODI,4,12,3,33.33
SD Heazlett,Australia,ODI,4,11,1,36.36
WT Gavera,Papua New Guinea,ODI,4,6,1,66.67
PLS Gamage,Sri Lanka,ODI,4,27,5,14.81
LN Roche,Zimbabwe,ODI,4,10,2,40.0
Z Groenewald,Namibia,ODI,4,19,2,21.05
Bikram Sob,Nepal,ODI,4,19,4,21.05
Shahnawaz Dhani,Pakistan,ODI,4,3,1,133.33
Ravi Bishnoi,India,ODI,4,2,1,200.0
Rony Talukdar,Bangladesh,ODI,4,15,1,26.67
Muhammad Farooq,United Arab Emirates,ODI,4,16,2,25.0
C Cassell,Scotland,ODI,4,5,1,80.0
J Giyanani,United Arab Emirates,ODI,4,6,1,66.67
DW Steyn,Africa XI,ODI,4,16,2,25.0
ML Lewis,Australia,ODI,4,4,1,100.0
H Durham,Bermuda,ODI,4,14,1,28.57
MWA van Nierop,Netherlands,ODI,4,16,1,25.0
CK Hooper,Canada,ODI,4,3,2,133.33
UWMBCA Welegedara,Sri Lanka,ODI,4,9,3,44.44
A van der Merwe,Ireland,ODI,4,4,1,100.0
VAB Tewarie,Netherlands,ODI,4,22,1,18.18
Fawad Ahmed,Australia,ODI,4,2,1,200.0
Ahsan Malik,Netherlands,ODI,4,12,2,33.33
Talha Jubair,Bangladesh,ODI,4,8,1,50.0
BB Seebaran,Canada,ODI,4,14,2,28.57
MKGCP Lakshitha,Sri Lanka,ODI,4,6,1,66.67
HAPW Jayawardene,Sri Lanka,ODI,4,10,2,40.0
RW Staple,United States of America,ODI,4,13,2,30.77
Al-Amin Hossain,Bangladesh,ODI,4,20,6,20.0
CK Tshuma,Zimbabwe,Test,3,30,1,10.0
KA Anderson,West Indies,Test,3,18,1,16.67
L Senokwane,South Africa,Test,3,36,1,8.33
Reon King,West Indies,Test,3,12,1,25.0
Mahbubul Alam,Bangladesh,Test,3,53,2,5.66
MJ Mason,New Zealand,Test,3,33,1,9.09
J Yadav,India,ODI,3,7,2,42.86
Sagar Pun,Nepal,ODI,3,20,1,15.0
DOD Rikhi,United States of America,ODI,3,6,1,50.0
Ebadat Hossain,Bangladesh,ODI,3,18,6,16.67
Akeem Jordan,West Indies,ODI,3,6,1,50.0
RR Joshi,Canada,ODI,3,4,1,75.0
JR Lennox,New Zealand,ODI,3,13,3,23.08
Ajay Kumar,United Arab Emirates,ODI,3,9,2,33.33
PT Collins,West Indies,ODI,3,10,5,30.0
N Boje,Africa XI,ODI,3,13,1,23.08
KHRK Fernando,Sri Lanka,ODI,3,15,2,20.0
A Shamshudeen,Canada,ODI,3,30,1,10.0
D Soraine,Canada,ODI,3,10,2,30.0
CK Kruger,Hong Kong,ODI,3,21,2,14.29
IE O'Brien,New Zealand,ODI,3,11,2,27.27
Pankaj Singh,India,ODI,3,3,1,100.0
D Gamage,Sri Lanka,ODI,3,11,2,27.27
S Sriram,India,ODI,3,5,1,60.0
BA Murphy,Zimbabwe,ODI,3,11,2,27.27
JJ Esmeijer,Netherlands,ODI,3,15,2,20.0
HK Olonga,Zimbabwe,ODI,3,12,1,25.0
Reon King,West Indies,ODI,3,10,1,30.0
Mohammad Ali,Pakistan,Test,2,66,4,3.03
M Muralitharan,ICC World XI,Test,2,7,1,28.57
BE McGain,Australia,Test,2,16,1,12.5
PR George,Australia,Test,2,11,1,18.18
AD Russell,West Indies,Test,2,9,1,22.22
J Srinath,India,Test,2,5,1,40.0
DJ Terbrugge,South Africa,Test,2,25,1,8.0
M Kartik,India,Test,2,8,1,25.0
HWR Cartwright,Australia,ODI,2,23,2,8.7
Qadeer Ahmed,United Arab Emirates,ODI,2,12,3,16.67
Fahad Nawaz,United Arab Emirates,ODI,2,10,2,20.0
D Lakshan,Sri Lanka,ODI,2,9,1,22.22
M Prasidh Krishna,India,ODI,2,18,6,11.11
K Gowtham,India,ODI,2,3,1,66.67
MJ Swepson,Australia,ODI,2,2,1,100.0
Umran Malik,India,ODI,2,11,3,18.18
KR Sen,India,ODI,2,4,1,50.0
JA Turner,England,ODI,2,5,1,40.0
J Drysdale,United States of America,ODI,2,6,1,33.33
Anop Santosh,Canada,ODI,2,9,1,22.22
Muhammed Imran,Oman,ODI,2,10,2,20.0
Shoaib Akhtar,ICC World XI,ODI,2,3,1,66.67
PG Gillespie,Ireland,ODI,2,11,2,18.18
BR Dorey,Australia,ODI,2,9,1,22.22
RS Higgins,Zimbabwe,ODI,2,21,2,9.52
KT Sandher,Canada,ODI,2,6,1,33.33
LE Bosman,Africa XI,ODI,2,12,1,16.67
CS Martin,New Zealand,ODI,2,3,1,66.67
MS Tshabalala,South Africa,ODI,2,3,1,66.67
KC Hodsoll,Bermuda,ODI,2,6,1,33.33
GH O'Brien,Bermuda,ODI,2,6,1,33.33
PA Desai,Canada,ODI,2,12,1,16.67
SC Meaker,England,ODI,2,18,2,11.11
Elias Sunny,Bangladesh,ODI,2,11,4,18.18
JNK Shannon,Ireland,ODI,2,8,1,25.0
Tareq Aziz,Bangladesh,ODI,2,11,1,18.18
LJ Hamilton,New Zealand,ODI,2,4,1,50.0
JN Rhodes,South Africa,ODI,2,6,1,33.33
Manjural Islam,Bangladesh,ODI,2,11,3,18.18
K Kamyuka,Canada,ODI,2,2,1,100.0
Nasir Javed,United States of America,ODI,2,20,1,10.0
MT Chinouya,Zimbabwe,Test,1,34,2,2.94
LH Ferguson,New Zealand,Test,1,9,1,11.11
S Nadeem,India,Test,1,30,2,3.33
T Natarajan,India,Test,1,9,1,11.11
B White,Ireland,Test,1,30,3,3.33
Kashif Ali,Pakistan,Test,1,12,1,8.33
Inzamam-ul-Haq,ICC World XI,Test,1,7,1,14.29
SJ Harmison,ICC World XI,Test,1,9,1,11.11
Hasan Raza,Pakistan,Test,1,18,1,5.56
RN Lewis,West Indies,Test,1,10,1,10.0
Aizaz Cheema,Pakistan,Test,1,23,3,4.35
SC Kerrigan,England,Test,1,12,1,8.33
D Gough,England,Test,1,18,1,5.56
Yasir Ali,Pakistan,Test,1,5,1,20.0
MJ Saggers,England,Test,1,12,1,8.33
A Nehra,India,Test,1,11,2,9.09
Subashis Roy,Bangladesh,ODI,1,9,1,11.11
S Kaul,India,ODI,1,2,1,50.0
KJ Harding,West Indies,ODI,1,1,1,100.0
K Mahato,Nepal,ODI,1,10,2,10.0
EJB Miles,Jersey,ODI,1,7,2,14.29
BDH Stevens,Jersey,ODI,1,5,1,20.0
Khaled Ahmed,Bangladesh,ODI,1,4,2,25.0
Zakir Hasan,Bangladesh,ODI,1,5,1,20.0
T Mufudza,Zimbabwe,ODI,1,9,1,11.11
KT Maphaka,South Africa,ODI,1,8,3,12.5
M Mpongwana,South Africa,ODI,1,2,1,50.0
M Shiraz,Sri Lanka,ODI,1,1,1,100.0
Omid Shafi Rahman,United Arab Emirates,ODI,1,7,2,14.29
RA Herman,South Africa,ODI,1,2,1,50.0
SP Jones,England,ODI,1,2,1,50.0
RR Ramdass,West Indies,ODI,1,9,1,11.11
Yousuf Youhana,Asia XI,ODI,1,3,1,33.33
A Nehra,Asia XI,ODI,1,2,1,50.0
Mohammad Kashif,Netherlands,ODI,1,11,1,9.09
Mohammad Rafique,Asia XI,ODI,1,6,2,16.67
Alawi Shukri,United Arab Emirates,ODI,1,3,1,33.33
B Laughlin,Australia,ODI,1,9,1,11.11
G Onions,England,ODI,1,2,1,50.0
S Tyagi,India,ODI,1,2,1,50.0
NV Ojha,India,ODI,1,9,1,11.11
R Sharma,India,ODI,1,2,1,50.0
Moniruzzaman,Bangladesh,ODI,1,20,2,5.0
W Mwayenga,Zimbabwe,ODI,1,11,2,9.09
JW Wilson,New Zealand,ODI,1,2,1,50.0
M Zondeki,South Africa,ODI,1,1,1,100.0
LC Romero,United States of America,ODI,1,7,2,14.29
GJ McCarter,Ireland,ODI,1,1,1,100.0
Y Punja,United Arab Emirates,ODI,1,7,1,14.29
KMC Bandara,Sri Lanka,ODI,1,3,1,33.33
JM Mennie,Australia,ODI,1,5,2,20.0
CJ Sayers,Australia,Test,0,5,1,0.0
MD Fisher,England,Test,0,5,1,0.0
Mukesh Kumar,India,Test,0,6,2,0.0
D Madushanka,Sri Lanka,Test,0,8,1,0.0
BV Sears,New Zealand,Test,0,4,1,0.0
A Kamboj,India,Test,0,3,1,0.0
K Matigimu,Zimbabwe,Test,0,10,1,0.0
Anwar Hossain Monir,Bangladesh,Test,0,16,1,0.0
MKDI Amerasinghe,Sri Lanka,Test,0,25,1,0.0
AS Jaggernauth,West Indies,Test,0,8,1,0.0
D Dasgupta,India,Test,0,7,1,0.0
Mohammad Zahid,Pakistan,Test,0,5,1,0.0
KK Peters,West Indies,Test,0,3,1,0.0
K Christie,Hong Kong,ODI,0,3,1,0.0
Simandeep Singh,Hong Kong,ODI,0,7,1,0.0
Fazle Mahmud,Bangladesh,ODI,0,9,2,0.0
OC McCoy,West Indies,ODI,0,1,1,0.0
CK Tshuma,Zimbabwe,ODI,0,1,1,0.0
CK Holder,West Indies,ODI,0,3,1,0.0
C Sakariya,India,ODI,0,1,1,0.0
Shahbaz Ahmed,India,ODI,0,4,1,0.0
D Birrell,Jersey,ODI,0,1,1,0.0
TJ Bishop,West Indies,ODI,0,6,1,0.0
K Phillip,United States of America,ODI,0,2,1,0.0
IS Sohi,Canada,ODI,0,2,1,0.0
LR Morris,Australia,ODI,0,2,1,0.0
F Hand,Ireland,ODI,0,1,1,0.0
Mohammad Ali,Pakistan,ODI,0,2,1,0.0
Haseebullah Khan,Pakistan,ODI,0,14,2,0.0
S Baker,England,ODI,0,1,1,0.0
L McCarthy,Ireland,ODI,0,5,1,0.0
J Blades,West Indies,ODI,0,1,1,0.0
M Heingo,Namibia,ODI,0,3,1,0.0
JL Ontong,Africa XI,ODI,0,2,1,0.0
Mohammad Ashraful,Asia XI,ODI,0,1,1,0.0
GC Smith,Africa XI,ODI,0,6,1,0.0
M Zondeki,Africa XI,ODI,0,2,1,0.0
AG Puttick,South Africa,ODI,0,5,1,0.0
SD Udal,England,ODI,0,2,1,0.0
GJP Kruger,South Africa,ODI,0,10,2,0.0
JS Ababu,Kenya,ODI,0,9,2,0.0
D Mohammed,West Indies,ODI,0,2,1,0.0
KL Tucker,Bermuda,ODI,0,4,1,0.0
AS Luseno,Kenya,ODI,0,3,2,0.0
Fahad Alhashmi,United Arab Emirates,ODI,0,6,2,0.0
Afzaal Haider,Hong Kong,ODI,0,10,1,0.0
Aman Ali,United Arab Emirates,ODI,0,2,1,0.0
SM Harwood,Australia,ODI,0,4,1,0.0
RM West,Ireland,ODI,0,3,1,0.0
NT Pascal,West Indies,ODI,0,1,1,0.0
AM Nayar,India,ODI,0,7,1,0.0
BA Westdijk,Netherlands,ODI,0,3,2,0.0
IA Nicolson,Zimbabwe,ODI,0,3,1,0.0
NM Carter,Scotland,ODI,0,6,1,0.0
Robiul Islam,Bangladesh,ODI,0,1,1,0.0
Shahriar Hossain,Bangladesh,ODI,0,3,1,0.0
R Walters,Namibia,ODI,0,6,2,0.0
AY Karim,Kenya,ODI,0,2,2,0.0
SK Warne,Australia,ODI,0,1,1,0.0
Kamran Shazad,United Arab Emirates,ODI,0,3,1,0.0
PHT Kaushal,Sri Lanka,ODI,0,1,1,0.0
Joseph Angara,Kenya,ODI,0,3,1,0.0
DL Blake,United States of America,ODI,0,2,1,0.0
Mohammad Talha,Pakistan,ODI,0,1,1,0.0
Raza Hasan,Pakistan,ODI,0,3,1,0.0
Salman Faris,United Arab Emirates,ODI,0,2,1,0.0
